resp_ 1	resp_ 2	resp_ 3	resp_ 4	resp_ 5	resp_ 6	resp_ 7	resp_ 8	resp_ 9	resp_10	resp_11	resp_12	resp_13	resp_14	resp_15	resp_16	resp_17	resp_18	resp_19	resp_20	resp_21	resp_22	resp_23	resp_24	resp_25	resp_26	resp_27	resp_28	resp_29	resp_30	resp_31	resp_32	resp_33	resp_34	resp_35	resp_36	resp_37	resp_38	resp_39	resp_40	resp_41	resp_42	resp_43	resp_44	resp_45	resp_46	resp_47	resp_48	resp_49	resp_50	resp_51	resp_52	resp_53	resp_54	resp_55	resp_56	resp_57	resp_58	resp_59	resp_60	resp_61	resp_62	resp_63	resp_64	resp_65	resp_66	resp_67	resp_68	resp_69	resp_70	resp_71	resp_72	resp_73	resp_74	resp_75	resp_76	resp_77	resp_78	resp_79	resp_80	resp_81	resp_82	resp_83	resp_84	resp_85	resp_86	resp_87	resp_88	resp_89	resp_90	resp_91	resp_92	resp_93	resp_94	cat_ 1	cat_ 2	cat_ 3	cat_ 4	cat_ 5	cat_ 6	cat_ 7	cat_ 8	cat_ 9	cat_10	cat_11	cat_12	cat_13	cat_14	cat_15	cat_16	cat_17	cat_18	cat_19	cat_20	cat_21	cat_22	cat_23	cat_24	cat_25	cat_26	cat_27	cat_28	cat_29	cat_30	cat_31	cat_32	cat_33	cat_34	cat_35	cat_36	cat_37	cat_38	cat_39	cat_40	cat_41	cat_42	cat_43	cat_44	cat_45	cat_46	cat_47	cat_48	cat_49	cat_50	cat_51	cat_52	cat_53	cat_54	cat_55	cat_56	cat_57	cat_58	cat_59	cat_60	cat_61	cat_62	cat_63	cat_64	cat_65	cat_66	cat_67	cat_68	cat_69	cat_70	cat_71	cat_72	cat_73	cat_74	cat_75	cat_76	cat_77	cat_78	cat_79	cat_80	cat_81	cat_82	cat_83	cat_84	cat_85	cat_86	cat_87	cat_88	cat_89	cat_90	cat_91	cat_92	cat_93	cat_94	time_ 1	time_ 2	time_ 3	time_ 4	time_ 5	time_ 6	time_ 7	time_ 8	time_ 9	time_10	time_11	time_12	time_13	time_14	time_15	time_16	time_17	time_18	time_19	time_20	time_21	time_22	time_23	time_24	time_25	time_26	time_27	time_28	time_29	time_30	time_31	time_32	time_33	time_34	time_35	time_36	time_37	time_38	time_39	time_40	time_41	time_42	time_43	time_44	time_45	time_46	time_47	time_48	time_49	time_50	time_51	time_52	time_53	time_54	time_55	time_56	time_57	time_58	time_59	time_60	time_61	time_62	time_63	time_64	time_65	time_66	time_67	time_68	time_69	time_70	time_71	time_72	time_73	time_74	time_75	time_76	time_77	time_78	time_79	time_80	time_81	time_82	time_83	time_84	time_85	time_86	time_87	time_88	time_89	time_90	time_91	time_92	time_93	time_94
52	52	52	52	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	52	52	48	52	48	52	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	abt_pref	abt_fact	abt_pref	abt_pref	abt_pref																				abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref																																																															0.418876236999495	1.88923214100032	0.527429816000222	0.721144286000708	1.49567161400046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.479036778999216	0.22632852499919	0.432596782999099	0.204992908998975	0.164777278001566	0.265298650001569	0.26585744499971	0.410050528000284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	54	54	54	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	54	54	46	54	46	54	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	abt_pref	abt_fact	abt_pref	abt_pref	abt_pref																				abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref																																																															0.455497532999289	1.92278521300068	0.560824528000012	0.755128570999659	1.5134055540002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496624580000571	0.258709493000424	0.465749357999812	0.237707037000291	0.197789983001712	0.297564141999828	0.298810412999956	0.443730458000573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	56	56	56	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	56	56	44	56	44	56	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	abt_pref	abt_fact	abt_pref	abt_pref	abt_pref																				abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref																																																															0.484287497998594	1.95878144900053	0.594539063999036	0.787863718000153	1.54510263699922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529847329999029	0.29278953299945	0.483315525998478	0.276815625000381	0.231040067001231	0.330040675000419	0.332402169999114	0.476560310000423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	58	58	58	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	58	58	42	58	42	58	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	abt_pref	abt_fact	abt_pref	abt_pref	abt_pref																				abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref																																																															0.522191383999598	1.98937739299981	0.627549737999288	0.821170748000441	1.56360623900036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562741780000579	0.325153333000344	0.51591286599978	0.304497184999491	0.264318027000627	0.363636647000021	0.366021679999903	0.494552979000218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	60	60	60	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	60	60	40	60	40	60	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	abt_pref	abt_fact	abt_pref	abt_pref	abt_pref																				abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref																																																															0.550237693998497	2.00665753599969	0.660844975998771	0.854847511000116	1.59612523499891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.580459909999263	0.358680514998923	0.549480935998872	0.337396101000195	0.297638799000197	0.396555817000262	0.398010495999188	0.526972321000358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	62	62	62	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	62	62	38	62	38	62	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	abt_pref	abt_fact	abt_pref	abt_pref	abt_pref																				abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref																																																															0.568250602998887	2.03950069600069	0.693344557999808	0.888001838000491	1.62877649499933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.612649271999544	0.39213849800035	0.582960735999222	0.370334266999635	0.330958579001162	0.430743860000803	0.432012072998987	0.563682646999951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	64	64	64	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	64	64	36	64	36	64	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	abt_pref	abt_fact	abt_pref	abt_pref	abt_pref																				abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref																																																															0.601074671998504	2.07273914100006	0.727687730999605	0.921970756000519	1.66280501700021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630113617999086	0.425304708000112	0.616496517999622	0.403950087000339	0.36416620700038	0.46246899200014	0.465726562999407	0.59421410700088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	66	66	66	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	66	66	34	66	34	66	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	abt_pref	abt_fact	abt_pref	abt_pref	abt_pref																				abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref																																																															0.634819981998589	2.10575808099929	0.760913270998572	0.955200766000416	1.69631357700018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64714047400048	0.459315109999807	0.648944769998707	0.437120054999468	0.397717892999935	0.496850515000915	0.498918287999913	0.627949801000796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	68	68	68	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	68	68	32	68	32	68	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	abt_pref	abt_fact	abt_pref	abt_pref	abt_pref																				abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref																																																															0.666998224000054	2.12365333299931	0.793964393998976	0.987858127999061	1.72872599199945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.679235679999692	0.492708288000358	0.666774493000048	0.470124776999	0.430493895000836	0.530305797001347	0.532777463000457	0.661209759000485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70.0000000000001	70.0000000000001	70.0000000000001	70.0000000000001	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.0000000000001	70.0000000000001	70.0000000000001	30	70.0000000000001	30	70.0000000000001	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	abt_pref	abt_fact	abt_pref	abt_pref	abt_pref																				abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref	abt_pref																																																															0.701365437998902	2.15544315300031	0.827033714000208	1.00544097099919	1.76286443500067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695490377998794	0.525781930000448	0.699409237999134	0.50373071499962	0.464831051000147	0.564869847001319	0.565226377999352	0.694040671000039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
