subjID	acq	trial	stim_id	stim_pair	stim_text	mrl_prf	pos_no_con	trial_onset	read_RT	resp1_cat	resp2_cat	resp3_cat	resp1_RT	resp2_RT	resp3_RT	respAll_RT	resp1	resp2	resp3
1	2	1	001	000	February has the fewest days of all months.	fact	fact	0.0126028090016916	0.533441777006374	abt_morl	abt_pref	abt_fact	0.6298986870097	NaN	NaN	1.30935664300341	88.0000000000001	50	50
1	2	2	002	000	The Earth is smaller than the Sun.	fact	fact	2.15667638900049	0.523098673002096	abt_morl	abt_pref	abt_fact	NaN	NaN	NaN	1.12591105900356	50	50	50
1	2	3	122	029	School is a place for children to have fun with their friends.	prf	poscon	4.10314374200243	0.510430681009893	abt_morl	abt_pref	abt_fact	NaN	NaN	NaN	1.1531238900061	50	50	50
1	2	4	031	032	Using straws to drink is much more enjoyable than drinking directly from the cup.	prf	nocon	6.07041175699851	0.509068425992155	abt_morl	abt_pref	abt_fact	NaN	NaN	NaN	1.14341294499172	50	50	50
1	2	5	104	009	Having a drink every now and then is a good way to relax.	prf	poscon	8.0213639470021	0.511977715999819	abt_morl	abt_pref	abt_fact	NaN	NaN	NaN	1.13230079000641	50	50	50
1	2	6	166	012	Teenagers who bully their classmates should be scolded.	mrl	poscon	9.98113832499075	0.518103285998222	abt_morl	abt_pref	abt_fact	NaN	NaN	NaN	4.99616118099948	50	50	50
1	2	7	051	015	Genetic engineers should prevent birth defects in babies.	mrl	nocon	15.7915559289977	0.510335443002987	abt_morl	abt_pref	abt_fact	NaN	NaN	NaN	1.10883712100622	50	50	50
1	2	8	068	002	In winter, it is better to wake homeless people sleeping on the street than to ignore them.	mrl	nocon	17.7200630089937	0.532874492986593	abt_morl	abt_pref	abt_fact	NaN	NaN	NaN	1.14021234899701	50	50	50
1	2	9	013	030	Nothing is more awesome than driving in a Hummer.	prf	nocon	19.6933773139899	0.509692997002276	abt_morl	abt_pref	abt_fact	NaN	NaN	NaN	1.13512055799947	50	50	50
1	2	10	101	028	Babies that are temperamental are aggravating to spend time around.	prf	poscon	21.6583398999937	0.530552516996977	abt_morl	abt_pref	abt_fact	NaN	NaN	NaN	1.16962541600515	50	50	50
